Platform,Author,Text,Date,Link
Bluesky,psicopompus.bsky.social,"vão fazer um exercicio aqui  vamo dizer que vc casou há 5 anos e comprou uma aliança simplona total aí de 6g custando 1,800 esse ouro. vamos dizer que foi aí 3x de lucro (normar pra shopping) ficou em 5400,00  Daí ano passado, Junho de 2025 você volta pra retonar sua joia e pegar uma nova",2026-01-07T14:21:20.426Z,https://bsky.app/profile/psicopompus.bsky.social/post/3mbto2t4h3c2o
Bluesky,reinifilm.bsky.social,#LookAndSee (291) #MusicChallenge #MusicSky  Eddie Murphy - Party All The Time  youtu.be/iWa-6g-TbgI,2026-01-01T15:03:13.729Z,https://bsky.app/profile/reinifilm.bsky.social/post/3mbenm77wik22
Bluesky,sygnin.com,"On the bright side, I got Procreate down from 20G to 6G (ok, maybe closer to 7G, but still...)",2026-01-02T00:13:54.252Z,https://bsky.app/profile/sygnin.com/post/3mbfmev4mbs2a
Bluesky,pupjaxy.bsky.social,Thinking of starting at 6g!,2026-01-01T10:15:06.592Z,https://bsky.app/profile/pupjaxy.bsky.social/post/3mbe5iywds22z
Bluesky,objectd.bsky.social,Its nipples are now stretched and sleeved for 2g! Inner diameter of tube is 6g allowing for the installation of substantial control rings (coming)!,2025-12-31T06:04:57.656Z,https://bsky.app/profile/objectd.bsky.social/post/3mbb72rtgks2s
Bluesky,objectd.bsky.social,"Everything got sized UP to 2 days later! New sleeves are 2g (6mm) the inside tube diameter is 6g (4mm), new rings (on order) are coming.",2026-01-01T22:55:03.490Z,https://bsky.app/profile/objectd.bsky.social/post/3mbfhxvk4ss2l
Bluesky,nrhmong.bsky.social,트위터도 맞팔하실분 계실까요? x.com/NRHMONG?t=6g... 이쪽으로 팔신주시거나 맘찍하시면 프로필링크보고 찾아가서 팔로걸겠습니다🩷,2026-01-01T09:56:42.553Z,https://bsky.app/profile/nrhmong.bsky.social/post/3mbe4i3zqpc2u
Bluesky,heresjohnny.bsky.social,#MusicChallenge  #SoundtrackThis   Day 31): Party   Eddie Murphy - “Party All the Time”   Happy New Year 🎈🎊 🥳  Big Time Thanks to: @kimberjohnson.bsky.social  & @firstnamebob.bsky.social For a fantastic fun challenge!  youtu.be/iWa-6g-TbgI?...,2025-12-30T21:59:05.658Z,https://bsky.app/profile/heresjohnny.bsky.social/post/3mbadvycwmc2f
Bluesky,stanotter.bsky.social,Old dick jewelry broke 🥲 Trying out a cbr this time (and sized up to 4g from a 6g),2025-12-29T02:51:34.599Z,https://bsky.app/profile/stanotter.bsky.social/post/3mb3td5eob22m
Bluesky,ostrich-mokei.bsky.social,#プラモデル #プラモデル好きと繋がりたい #飛行機模型 1/72 テキサン・ゼロモドキ、完成しました！😆✨ 映画｢トラ・トラ・トラ！｣を見て思いついたもの。 童友社のT-6Gテキサンをベースに、ハセガワの零戦21型のパーツやデカールを流用して制作。 あくまで自己満足の制作なので温かい目で見ていただければ幸いです🙇,2025-12-30T10:13:35.616Z,https://bsky.app/profile/ostrich-mokei.bsky.social/post/3mb74iharsk2i
Bluesky,netmuncher.bsky.social,"Got my PA ring size up to 6g several weeks ago. It's harder to put on, and take off since the ring is so thick. Luckily I don't have rugby at the moment. Also, the bead is a little small, so it jiggles like a cat bell. I love it though.  Quoted post for comparison.",2025-12-28T23:27:42.231Z,https://bsky.app/profile/netmuncher.bsky.social/post/3mb3hwlpsdc2z
Bluesky,flingjore.com,"We slept through 5G standards, waking up only to mandate an unfunded, chaotic equipment purge. Krishnamoorthi petitions Rubio to seize 6G leadership. If America doesn’t write a global playbook, we remain trapped in an endless, expensive cycle of installing and banning Beijing’s tech.",2025-12-29T01:27:19.062Z,https://bsky.app/profile/flingjore.com/post/3mb3omie44e2n
Bluesky,techticia.bsky.social,Satellites may soon run AI for 6G. New research shows how space-ground networks could deliver intelligence everywhere.,2025-12-29T08:19:18.224Z,https://bsky.app/profile/techticia.bsky.social/post/3mb4fn63hm22i
Bluesky,legoutervivre111.bsky.social,youtu.be/9eilyn7F-6g  #EmojiSounds  #MusicChallenge    Time.period??????   🤢,2025-12-28T18:49:43.244Z,https://bsky.app/profile/legoutervivre111.bsky.social/post/3mb2yfjdyb22s
Bluesky,dgreenshields.bsky.social,"There is a smaller, possibly unmanned 6G strike fighter in development too, but yes, the J-36 is manned. My mistake.",2025-12-23T15:21:54.410Z,https://bsky.app/profile/dgreenshields.bsky.social/post/3mao2hctllc2g
Bluesky,transsalamander.bsky.social,"Passing in public is sometimes kinda hard mode with a 6g septum piercing in your nose (because you can never be sure why they're staring), but I look too hot with it in to take it out, so,",2025-12-22T16:45:12.230Z,https://bsky.app/profile/transsalamander.bsky.social/post/3malondo76c2g
Bluesky,snsju.bsky.social,⚠️ 𝗢𝘂𝗿 𝗖𝗮𝗹𝗹 𝗳𝗼𝗿 𝗣𝗿𝗼𝗽𝗼𝘀𝗮𝗹𝘀 𝗶𝘀 𝗻𝗼𝘄 𝗽𝘂𝗯𝗹𝗶𝘀𝗵𝗲𝗱 𝗼𝗻 𝘁𝗵𝗲 𝗙𝘂𝗻𝗱𝗶𝗻𝗴 &𝗧𝗲𝗻𝗱𝗲𝗿𝘀 𝗣𝗼𝗿𝘁𝗮𝗹 👉 link.europa.eu/43pgyV  ‼️ 𝗧𝗵𝗲 𝗖𝗮𝗹𝗹 𝗼𝗽𝗲𝗻𝘀 𝗼𝗻 𝟮𝟵 𝗝𝗮𝗻𝘂𝗮𝗿𝘆 𝟮𝟬𝟮𝟲 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗱𝗲𝗮𝗱𝗹𝗶𝗻𝗲 𝗳𝗼𝗿 𝘀𝘂𝗯𝗺𝗶𝘀𝘀𝗶𝗼𝗻𝘀 𝗶𝘀 𝟮𝟵 𝗔𝗽𝗿𝗶𝗹 𝟮𝟬𝟮𝟲‼️  𝗥𝗲𝗮𝗱 𝗼𝘂𝗿 𝗽𝗿𝗲𝘀𝘀 𝗿𝗲𝗹𝗲𝗮𝘀𝗲 👉 link.europa.eu/G4rYVh  #SNSJU #6G #5G #Connectivity #Tech #DigitalEU #HorizonEurope,2025-12-23T17:21:47.420Z,https://bsky.app/profile/snsju.bsky.social/post/3maob5onczs2s
Bluesky,pmzel.bsky.social,Songs of 2025. Today… The devine comedy - Achilles youtu.be/jJ6N59FZ-6g?...  #newmusic #indiemusic #nowlooping #nieuwemuziek #2025 #music,2025-12-22T05:47:57.952Z,https://bsky.app/profile/pmzel.bsky.social/post/3makjw47k2s2l
Bluesky,allenalena.bsky.social,youtu.be/pl0WGFsY-6g?...,2025-12-21T23:42:36.706Z,https://bsky.app/profile/allenalena.bsky.social/post/3majvisi7bc2d
Bluesky,fabrizio78.bsky.social,"Would you like to use it? 🖖💥  This #Robot not only leaves your windows spotless, but it does the heavy lifting for you.   It features ultra-safe suction #technology optimized cleaning routes, and remote control.  #SmartHome #Robotics #AI #IoT #5G #6G  #HomeAutomation #Bigdata",2025-12-21T20:17:18.001Z,https://bsky.app/profile/fabrizio78.bsky.social/post/3majjzoh6vc2u
Bluesky,one6g.bsky.social,"📡 #one6G and #5GAA sign Letter of Intent to strengthen collaboration on next-generation wireless technologies.  The cooperation will focus on key 6G domains such as cooperative and automated mobility, integrated sensing & communication, distributed #AI and much more.  🔗 one6g.org/one6g-and-5g...",2025-12-22T12:33:16.957Z,https://bsky.app/profile/one6g.bsky.social/post/3malakumpec2l
Bluesky,patriottakes.bsky.social,Trump released a 6G network memorandum citing it will play “a pivotal role” the development and adoption of “implantable technologies”,2025-12-20T14:09:39.275Z,https://bsky.app/profile/patriottakes.bsky.social/post/3mageze5t322i
Bluesky,germanambjapan.bsky.social,内閣発足に伴い就任された林総務大臣を訪ね、新役職において初となる、非常に実り多い会談の機会をいただきました。 5G/6Gの連携強化、デジタル主権の推進、基幹インフラの保護において足並みを揃えることで一致。これらの取組は、両国共通の経済安全保障を推進する上で、極めて重要な一歩となります。,2025-12-22T08:02:57.899Z,https://bsky.app/profile/germanambjapan.bsky.social/post/3makrhiwdjs2w
Bluesky,onestpress.onestnetwork.com,"Trump issued a memorandum on ""Winning the 6G Race,"" declaring that leading the world in 6G development is U.S. policy for national security, foreign policy, and economic prosperity.  Studies must commence on spectrum relocation in 7.125-7.4 GHz with results due in 12 months.",2025-12-20T04:29:24.550Z,https://bsky.app/profile/onestpress.onestnetwork.com/post/3mafelsahfk2t
Bluesky,jjjbison.bsky.social,"Hey you #princealbert owners! I'm looking for 6g 19mm/ ( 3/4"") ring that comes with the Spring Ball Closure. Any hints where to buy?",2025-12-19T19:31:20.025Z,https://bsky.app/profile/jjjbison.bsky.social/post/3maegjncwxc2a
Mastodon,stop6G,"Hello. Please....take a look at our website. there you will be able to dive into the EU #6G Ecosystem. it includes orgs , projects, funds, key enablers... its part of our ongoing research about the EU 6G Chaos :-) . #STOP6G",2026-01-10T16:14:11.323Z,https://mastodon.social/@stop6G/115871688380399065
Mastodon,6G_SNS@eupolicy.social,"🚀 6G-TWIN hits its mid-term milestone! The project has reached the halfway mark, highlighting solid progress in the development of network #DigitalTwins for future #6G systems.📄 Nine public deliverables are now available, outlining the project's vision, early architecture, and initial AI- and data-d",2026-01-09T16:48:43.000Z,https://eupolicy.social/@6G_SNS/115866161885483191
Mastodon,MultiX6GProject,"Happy New Year from #MultiX! 🥂🚀In 2026, we&#39;re accelerating our Multi-Sensor Fusion &amp; Multi-Technology innovations. Focus is on validating our #6G ISAC Proof-of-Concepts (Industrial Manufacturing 🏭 &amp; eHealth Monitoring 🏥).Onward to new milestones!🌐 https://multix-6g.eu/#SNSJU #FutureTech ",2026-01-09T13:00:45.100Z,https://mastodon.social/@MultiX6GProject/115865265444944798
Mastodon,6G_SNS@eupolicy.social,"🚘 𝗡𝗲𝘄 𝗿𝗲𝗹𝗲𝗮𝘀𝗲 𝗳𝗼𝗿 𝘁𝗵𝗲 𝗳𝘂𝘁𝘂𝗿𝗲 𝗼𝗳 𝗮𝘂𝘁𝗼𝗺𝗮𝘁𝗲𝗱 𝗺𝗼𝗯𝗶𝗹𝗶𝘁𝘆 𝗼𝗻 𝗿𝗼𝗮𝗱𝘀!The 𝟱𝗚 𝗦𝗗A 𝗳𝗼𝗿 𝗖𝗼𝗻𝗻𝗲𝗰𝘁𝗲𝗱 𝗮𝗻𝗱 𝗔𝘂𝘁𝗼𝗺𝗮𝘁𝗲𝗱 𝗠𝗼𝗯𝗶𝗹𝗶𝘁𝘆 𝗼𝗻 𝗥𝗼𝗮𝗱𝘀, has just been released, marking a major milestone in passenger connectivity and the digitalisation of road operations.🛣️ With the 𝟮𝟬𝟮𝟱 𝗔𝘂𝘁𝗼𝗺𝗼𝘁𝗶𝘃𝗲 𝗔𝗰𝘁𝗶𝗼𝗻 𝗣𝗹𝗮𝗻 𝗮𝗻𝗱 𝗣𝗮𝗰𝗸𝗮𝗴𝗲, the EU is g",2026-01-09T08:16:48.000Z,https://eupolicy.social/@6G_SNS/115864148921498487
Mastodon,czds,"“  #AI goes orbital as  #6G research turns satellites into edge computing nodesResearchers propose fluid AI, where satellites and ground networks share AI tasks to deliver seamless intelligence for 6G. “ https://interestingengineering.com/innovation/space-ground-fluid-ai-6g-edge-intelligence",2026-01-08T19:50:35.183Z,https://mastodon.social/@czds/115861214669447620
Mastodon,6G_SNS@eupolicy.social,"🚀 #ELASTIC reaches major mid-term milestones! The #HorizonEurope project has successfully completed its mid-term reporting period, with the #EuropeanCommission confirming strong scientific, technical, and industrial progress.ELASTIC has demonstrated that secure, confidential, and high-performance se",2026-01-08T15:03:54.000Z,https://eupolicy.social/@6G_SNS/115860087385282792
Mastodon,tu_muenchen@wisskomm.social,"Our university and @tudresden start the second funding phase of 6G-life², advancing research on next-generation #mobilecommunications. Interdisciplinary teams develop concepts for human-centered #6G, with the project running until 2029: http://go.tum.de/617883📷A.Heddergott",2026-01-08T11:04:18.000Z,https://wisskomm.social/@tu_muenchen/115859145258639248
Mastodon,ruhr-uni-bochum.de@bsky.brid.gy,"Der #Mobilfunkstandard 5G war fortschrittlich, aber stößt bei Anwendungen in der Industrie an Grenzen. Forschende der RUB und @tu-dortmund.de@bsky.brid.gy treiben #6G mit voran. Koordiniert wird das Vorhaben von @rwth.bsky.social@bsky.brid.gy.  Weiterlesen: news.rub.de/wissenschaft...",2026-01-07T11:36:46.598Z,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:qtmxzced2uz74lxzevuwkm4b/post/3mbteukp6us26
Mastodon,gadgetry@techhub.social,6G networks will host AI agents to automate enterprise workflows https://www.telecomstechnews.com/news/6g-networks-host-ai-agents-to-automate-enterprise-workflows/ #6g #telecoms #agenticai #networkautomation #ai #tech #news #technology,2026-01-07T10:33:22.000Z,https://techhub.social/@gadgetry/115853361316868224
Mastodon,6G_SNS@eupolicy.social,🌟 𝗧𝗵𝗲 𝗦𝗡𝗦 𝗝𝗨 𝗗𝗲𝗰𝗲𝗺𝗯𝗲𝗿 𝗡𝗲𝘄𝘀𝗳𝗹𝗮𝘀𝗵 𝗶𝘀 𝗼𝘂𝘁! 🙌𝗖𝗵𝗲𝗰𝗸 𝗶𝘁 𝗵𝗲𝗿𝗲 👉 https://link.europa.eu/TwMnTp@EUCommission @DigitalEU #SNSJU #Innovation #Telecommunications #NewsLetter #6G #5G #DigitalEU #Tech,2026-01-06T14:17:06.000Z,https://eupolicy.social/@6G_SNS/115848578777700610
Mastodon,semanario_universidad@bots.fedi.cr,"En Costa Rica apenas inicia el 5G, pero el mundo ya habla de 6G: ¿Qué promete esa tecnología?Grandes fabricantes como Samsung, Ericsson, Nokia y Huawei ya anuncian importantes pasos hacia la próxima red celular. UNIVERSIDAD entrevistó a dos expertos sobre el tema.La entrada En Costa Rica apenas inic",2026-01-05T14:59:32.000Z,https://bots.fedi.cr/@semanario_universidad/115843083003025386
Mastodon,stop6G,#6G will not turn you into a cybernetic superhero. You will just become a sensor for the network&#39;s omnipresent AI.#stop6G THE BATTLE STARTED TODAY,2025-12-31T19:39:02.641Z,https://mastodon.social/@stop6G/115815870800471484
Mastodon,oldperl@mastodon.online,"@bmftr_bund ach Doro, Du hast nicht mal 5G flächendeckend am Laufen, wozu jetzt dieses Geschmarr von #6G ?Für Flugtaxis oder Satelliten im All?Oder hat der Elon für seine selbstzerstörenden Autos danach gefragt?Vielleicht sollten wir dann doch erstmal ein Projekt richtig und fertig machen, bevor wir",2025-12-29T08:07:44.000Z,https://mastodon.online/@oldperl/115801827860332062
Mastodon,holden@sharkey.world,I love how when I look up 6G it talks about all these crazy futuristic applications like holograms but the only reason I'm actually looking it up right now is because im on a 5G connection which currently has only 10mbps upload and I need something that isnt totally dogshit for remote desktop 🤪Why d,2025-12-29T02:54:23.192Z,https://sharkey.world/notes/agu4pqs8v94101m3
Mastodon,vietworldnow,"2025 đang trở thành một năm đột phá trong công nghệ và trí tuệ nhân tạo. AI tạo sinh, robot tự động hóa, máy tính lượng tử, thử nghiệm 6G và đổi mới công nghệ xanh đã định hình lại bối cảnh kỹ thuật số. Hãy sẵn sàng cho những thay đổi thú vị! #CôngNghệ2025 #TiếnBộAI #MáyTínhLượngTử #CôngNghệXanh #6G",2025-12-27T20:16:43.521Z,https://mastodon.social/@vietworldnow/115793369727928036
Mastodon,6G_SNS@eupolicy.social,⚠️ 𝗢𝘂𝗿 𝗖𝗮𝗹𝗹 𝗳𝗼𝗿 𝗣𝗿𝗼𝗽𝗼𝘀𝗮𝗹𝘀 𝗶𝘀 𝗻𝗼𝘄 𝗽𝘂𝗯𝗹𝗶𝘀𝗵𝗲𝗱 𝗼𝗻 𝘁𝗵𝗲 𝗙𝘂𝗻𝗱𝗶𝗻𝗴 &amp;𝗧𝗲𝗻𝗱𝗲𝗿𝘀 𝗣𝗼𝗿𝘁𝗮𝗹 👉 https://link.europa.eu/43pgyV‼️ 𝗧𝗵𝗲 𝗖𝗮𝗹𝗹 𝗼𝗽𝗲𝗻𝘀 𝗼𝗻 𝟮𝟵 𝗝𝗮𝗻𝘂𝗮𝗿𝘆 𝟮𝟬𝟮𝟲 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗱𝗲𝗮𝗱𝗹𝗶𝗻𝗲 𝗳𝗼𝗿 𝘀𝘂𝗯𝗺𝗶𝘀𝘀𝗶𝗼𝗻𝘀 𝗶𝘀 𝟮𝟵 𝗔𝗽𝗿𝗶𝗹 𝟮𝟬𝟮𝟲 𝗮𝘁 𝟭𝟳:𝟬𝟬 𝗖𝗘𝗧. ‼️𝗥𝗲𝗮𝗱 𝗼𝘂𝗿 𝗽𝗿𝗲𝘀𝘀 𝗿𝗲𝗹𝗲𝗮𝘀𝗲 👉 https://link.europa.eu/G4rYVh@EUCommission @DigitalEU #SNSJU #6,2025-12-23T17:20:21.000Z,https://eupolicy.social/@6G_SNS/115770027010936180
Mastodon,6G_SNS@eupolicy.social,"🎄✨ Happy holidays to the whole #6GCommunity!As we approach the end of another remarkable year, the #SNSCOOP team would like to share our warmest holiday wishes with you all.📶 We look forward to stepping into 2026 together, ready for fresh ideas, bold innovation, and new milestones as we continue sha",2025-12-23T08:05:54.000Z,https://eupolicy.social/@6G_SNS/115767846801511546
Mastodon,6G_SNS@eupolicy.social,"📢 Call for Expression of Interest: Join the SNS JU Stakeholders’ Group.Submission is online only, via the dedicated Application Form available here: https://bit.ly/3YbeK2C@EUCommission @DigitalEU #SNSJU #6G #5G #Connectivity #FutureNetworks #Stakeholders  #DigitalEurope #OpenCall",2025-12-22T08:28:45.000Z,https://eupolicy.social/@6G_SNS/115762274325319873
Mastodon,MultiX6GProject,Breakthrough at #Globecom2025! 📡🚀#MultiX presented a new way to get high-precision Range-Doppler data from standard Wi-Fi hardware—no modifications needed. A huge step for Perceptive #6G &amp; #ISAC! 🤯Congrats to Jessica Sanson &amp; the team! 👏#WiFiSensing #SNSJU,2025-12-19T10:59:12.278Z,https://mastodon.social/@MultiX6GProject/115745878982830993
Mastodon,6G_SNS@eupolicy.social,🚀 SNS JU R&amp;I Work Programme 2026 is out now: €22 million to fund SNS research &amp; innovation𝗥𝗲𝗮𝗱 𝗼𝘂𝗿 𝗽𝗿𝗲𝘀𝘀 𝗿𝗲𝗹𝗲𝗮𝘀𝗲 👉 https://bit.ly/44yqm3p@EUCommission @DigitalEU #SNSJU #6G #5G #DigitalEurope #Innovation #FP10 #DigitalEU #Tech,2025-12-19T10:12:48.000Z,https://eupolicy.social/@6G_SNS/115745696549073987
Mastodon,6G_SNS@eupolicy.social,"✨ 𝗚𝗼𝘃𝗲𝗿𝗻𝗮𝗻𝗰𝗲 𝗨𝗽𝗱𝗮𝘁𝗲 𝗮𝘁 𝘁𝗵𝗲 𝗦𝗡𝗦 𝗝𝗨The 𝗦𝗡𝗦 𝗝𝗨 announces key changes in its Governing Board leadership.Colin Willcock, has been appointed as the 𝗻𝗲𝘄 𝗖𝗵𝗮𝗶𝗿 𝗼𝗳 𝘁𝗵𝗲 𝗚𝗼𝘃𝗲𝗿𝗻𝗶𝗻𝗴 𝗕𝗼𝗮𝗿𝗱.Thibaut Kleiner, has been appointed 𝗩𝗶𝗰𝗲-𝗖𝗵𝗮𝗶𝗿 𝗼𝗳 𝘁𝗵𝗲 𝗚𝗼𝘃𝗲𝗿𝗻𝗶𝗻𝗴 𝗕𝗼𝗮𝗿𝗱.We look forward to continuing this journey of innovatio",2025-12-18T12:20:46.000Z,https://eupolicy.social/@6G_SNS/115740537391452863
Mastodon,6G_SNS@eupolicy.social,"🚀 The #XTRUST-6G 2nd Newsletter is out! Explore updates on the project's progress and recent work towards secure and trustworthy #6G networks.💡 XTRUST-6G focuses on zero-trust security, AI-supported threat detection, and quantum-safe technologies.In this second newsletter, you'll find:🔵 Technical up",2025-12-17T09:40:48.000Z,https://eupolicy.social/@6G_SNS/115734246102028625
Mastodon,MultiX6GProject,"Massive energy savings for #6G AI! 💡🔋We launched our new paper: E-SPLIT: A Hierarchical Genetic Algorithm for Energy-Efficient Distributed AI Services (preprint available).This framework minimizes energy use (up to 94.1% reduction 🤯) while meeting latency demands—paving the way for sustainable, AI-n",2025-12-16T12:50:34.806Z,https://mastodon.social/@MultiX6GProject/115729329999152290
Mastodon,6G_SNS@eupolicy.social,"🚨⏰ @6g4society Final Event is starting! This is the last chance to join the conversation shaping the future of #6G and society.Take part in the event and:🔵 Discover key outcomes from the 6G4Society project🔵 Hear insights from leading experts🔵 Explore how 6G can drive social, economic, and digital im",2025-12-15T13:51:06.000Z,https://eupolicy.social/@6G_SNS/115723905683708722
Mastodon,6G_SNS@eupolicy.social,Registrations for 𝘁𝗵𝗲 ETSI 𝗦𝗡𝗦𝟰𝗦𝗡𝗦 “𝗦𝗼𝗳𝘁𝘄𝗮𝗿𝗲 &amp; 𝗦𝘁𝗮𝗻𝗱𝗮𝗿𝗱𝘀 𝗳𝗼𝗿 𝗦𝗺𝗮𝗿𝘁 𝗡𝗲𝘁𝘄𝗼𝗿𝗸𝘀 &amp; 𝗦𝗲𝗿𝘃𝗶𝗰𝗲𝘀” 𝗲𝘃𝗲𝗻𝘁 are Open!Secure your spot now: https://bit.ly/49b3r0C#SNSJU #6G #5G #Connectivity #Tech #Etsi #Sns4sns,2025-12-15T08:51:49.000Z,https://eupolicy.social/@6G_SNS/115722728868002662
Mastodon,MultiX6GProject,#MultiX at InfoCom World 2025! 💡🇬🇷Our partner OTE presented the MultiX Fusion Perceptive 6G-RAN (MP6R) at the &quot;AI-Volution&quot; conference. 🤖We showed how AI is driving #6G by enabling perception-aware networks and core use cases like the Multi-Layer Network Digital Twin for Industrial Manufac,2025-12-12T15:03:42.827Z,https://mastodon.social/@MultiX6GProject/115707204259879315
